,company,mkt_cap,pb_ratio,beta,profit_m,roa,roe
373,603169.SS,4.70B,2.57,N/A,1.64%,1.99%,4.49%
374,000780.SZ,2.41B,0.63,0.77,-0.28%,-0.55%,-0.16%
375,002962.SZ,5.82B,3.65,N/A,21.92%,N/A,13.04%
376,002243.SZ,14.34B,2.95,0.45,22.16%,3.68%,12.43%
377,300259.SZ,5.58B,2.69,1.14,24.67%,5.95%,13.58%
378,601615.SS,13.85B,2.26,N/A,7.00%,1.66%,11.17%
379,300345.SZ,2.48B,5.01,0.16,38.86%,-2.09%,8.84%
380,688019.SS,6.86B,7.90,N/A,21.50%,N/A,N/A
381,603085.SS,1.78B,1.76,N/A,0.00%,N/A,N/A
382,002279.SZ,4.34B,3.90,0.97,1.33%,2.24%,4.12%
383,002598.SZ,1.85B,2.18,0.77,6.85%,2.56%,8.14%
384,688268.SS,6.03B,9.95,N/A,N/A,N/A,N/A
385,000523.SZ,4.19B,2.14,0.68,0.26%,1.08%,1.43%
386,000826.SZ,11.54B,0.76,N/A,2.74%,2.44%,2.34%
387,002751.SZ,3.47B,3.31,-1.12,3.60%,2.28%,5.10%
388,603685.SS,2.09B,2.04,0.16,9.81%,5.06%,11.13%
389,603719.SS,24.90B,17.92,N/A,4.10%,7.94%,21.35%
390,300480.SZ,3.40B,4.62,0.24,19.24%,5.42%,7.84%
391,603918.SS,2.84B,4.74,N/A,5.92%,4.19%,8.81%
392,002258.SZ,7.72B,2.30,0.98,7.81%,3.90%,9.88%
393,002145.SZ,6.64B,1.96,1.19,14.33%,6.46%,14.39%
394,603711.SS,11.72B,5.05,0.11,5.88%,3.46%,8.78%
395,603080.SS,1.75B,1.61,0.32,11.30%,5.14%,6.46%
396,300537.SZ,3.02B,2.27,0.72,6.25%,1.83%,3.10%
397,603855.SS,2.98B,1.97,0.32,10.00%,4.81%,12.91%
398,601519.SS,14.39B,10.54,1.08,0.87%,1.25%,0.41%
399,600618.SS,6.84B,1.86,N/A,10.92%,5.66%,14.74%
400,600120.SS,13.61B,1.20,N/A,3.57%,2.39%,4.83%
401,600055.SS,7.38B,3.69,0.93,19.98%,5.95%,9.82%
402,300169.SZ,2.10B,1.74,-0.26,-35.31%,-3.38%,-28.87%
403,002455.SZ,2.54B,1.91,0.81,1.10%,1.06%,1.82%
404,000721.SZ,2.04B,3.18,0.91,-19.11%,-4.19%,-13.44%
405,600807.SS,2.93B,2.38,N/A,4.11%,4.54%,5.94%
406,603885.SS,19.66B,1.57,0.48,0.68%,1.58%,1.09%
407,688166.SS,17.59B,21.11,N/A,22.08%,6.84%,10.67%
408,300489.SZ,3.08B,6.97,0.02,-78.31%,-4.10%,-26.44%
409,000009.SZ,15.19B,2.82,N/A,2.51%,N/A,N/A
410,002067.SZ,3.41B,0.79,0.71,3.27%,2.39%,3.77%
411,300195.SZ,2.74B,0.76,0.84,-56.27%,-0.81%,-21.05%
412,000632.SZ,2.00B,1.51,N/A,0.64%,1.21%,4.94%
413,000933.SZ,7.87B,0.92,N/A,7.64%,N/A,6.52%
414,603700.SS,4.88B,4.19,N/A,16.06%,8.96%,18.27%
415,000422.SZ,2.37B,2.12,0.62,-0.38%,1.22%,11.07%
416,600255.SS,2.04B,0.94,N/A,-31.95%,-4.43%,-67.11%
417,002425.SZ,3.95B,0.97,1.32,23.81%,1.93%,4.17%
418,300240.SZ,2.03B,1.84,0.92,0.66%,0.72%,2.87%
419,300566.SZ,3.17B,4.79,0.93,6.34%,2.42%,11.31%
420,300231.SZ,3.48B,2.81,0.74,8.57%,4.53%,10.57%
421,300721.SZ,1.52B,1.80,-0.33,-0.25%,0.06%,-0.28%
422,601933.SS,98.00B,4.78,0.40,2.18%,3.56%,8.98%
423,002074.SZ,19.62B,2.19,0.85,-2.96%,-0.73%,-1.35%
424,300388.SZ,6.65B,1.98,0.62,7.62%,3.60%,10.25%
425,300420.SZ,4.24B,2.58,0.61,11.54%,3.99%,8.31%
426,002512.SZ,5.77B,3.97,0.07,4.56%,-3.14%,7.92%
427,002216.SZ,16.13B,7.55,0.49,6.95%,5.01%,19.11%
428,002152.SZ,20.77B,2.29,1.15,11.03%,3.51%,8.42%
429,601619.SS,6.35B,1.91,1.08,26.43%,4.15%,9.76%
430,002657.SZ,4.83B,1.84,1.05,-25.55%,-1.67%,-15.90%
431,002370.SZ,2.63B,4.15,N/A,0.00%,-6.77%,-134.87%
432,002129.SZ,39.86B,2.83,1.19,5.51%,2.72%,7.55%
433,300197.SZ,7.23B,1.12,0.05,-22.72%,-1.17%,-14.79%
434,002875.SZ,1.83B,2.08,0.31,4.48%,1.45%,6.89%
435,603351.SS,2.86B,2.34,N/A,14.83%,5.96%,9.91%
436,601800.SS,118.95B,0.67,0.94,3.38%,1.61%,7.29%
437,300055.SZ,5.32B,0.92,0.93,4.53%,0.24%,0.73%
438,001914.SZ,24.91B,5.21,0.79,4.71%,2.64%,4.19%
439,002264.SZ,2.97B,2.06,0.55,-12.27%,-1.06%,-50.63%
440,688159.SS,4.57B,9.39,N/A,7.41%,N/A,N/A
441,600862.SS,16.80B,4.02,0.91,24.34%,3.63%,15.06%
442,000001.SZ,248.59B,0.85,1.07,35.69%,0.77%,9.71%
443,300587.SZ,2.89B,2.98,0.65,12.49%,6.19%,13.22%
444,000718.SZ,9.23B,1.18,0.41,32.23%,6.87%,14.61%
445,600173.SS,3.13B,1.22,0.92,25.33%,3.77%,16.85%
446,600609.SS,4.35B,10.41,N/A,1.08%,4.24%,27.04%
447,600856.SS,1.97B,0.54,0.89,-268.83%,-5.10%,-29.07%
448,603515.SS,18.28B,3.84,0.35,10.32%,5.27%,17.13%
449,000887.SZ,11.32B,1.29,0.37,5.65%,2.42%,7.76%
450,000521.SZ,3.17B,0.68,0.41,-1.88%,-1.81%,-5.81%
451,603567.SS,9.94B,1.92,N/A,12.40%,5.20%,7.93%
452,600259.SS,8.34B,4.86,N/A,0.54%,0.18%,1.17%
453,002316.SZ,2.74B,3.00,0.61,-4.96%,-1.78%,-28.03%
454,002033.SZ,3.18B,1.24,0.55,23.08%,4.40%,6.48%
455,300032.SZ,3.12B,2.26,0.88,1.65%,-3.77%,1.17%
456,002364.SZ,7.06B,3.33,0.41,4.11%,1.14%,1.95%
457,000035.SZ,11.66B,1.17,N/A,3.84%,3.58%,10.26%
458,300198.SZ,3.83B,2.51,0.73,36.59%,6.95%,19.96%
459,000049.SZ,7.07B,3.43,N/A,2.69%,6.62%,24.37%
460,000816.SZ,1.70B,0.57,N/A,-66.44%,-5.15%,-36.73%
461,688168.SS,4.51B,4.75,N/A,N/A,N/A,N/A
462,600366.SS,6.37B,1.50,0.34,-3.99%,-0.25%,-1.97%
463,300196.SZ,3.85B,1.47,0.99,13.92%,5.65%,10.90%
464,300682.SZ,17.36B,4.29,0.22,36.37%,7.89%,35.42%
465,600380.SS,22.31B,2.16,1.09,7.35%,4.65%,10.52%
466,300348.SZ,9.98B,7.38,0.74,10.24%,4.94%,11.62%
467,600479.SS,3.62B,1.77,0.59,8.15%,5.33%,13.21%
468,000426.SZ,9.66B,1.87,N/A,6.91%,0.19%,0.99%
469,300605.SZ,2.15B,4.08,N/A,10.84%,5.12%,11.51%
470,600111.SS,32.66B,3.42,N/A,3.43%,2.68%,5.38%
471,603197.SS,4.31B,4.14,N/A,5.25%,5.95%,14.23%
472,000821.SZ,3.50B,1.20,N/A,-26.29%,0.37%,-22.72%
473,000498.SZ,6.09B,1.15,0.63,2.68%,2.86%,11.08%
474,603978.SS,3.21B,2.16,0.11,9.04%,2.66%,6.03%
475,300698.SZ,2.79B,7.24,-0.60,-1.44%,-0.12%,-1.70%
476,000096.SZ,5.62B,2.07,0.43,7.63%,0.98%,4.58%
477,300254.SZ,1.56B,1.87,0.70,-5.66%,-2.92%,-7.00%
478,600251.SS,5.24B,2.46,0.36,6.29%,1.15%,7.52%
479,002436.SZ,16.20B,5.72,0.58,7.71%,4.50%,11.39%
480,300620.SZ,3.12B,4.92,-0.08,15.32%,3.16%,10.14%
481,600148.SS,1.55B,3.53,N/A,2.49%,3.42%,8.35%
482,600757.SS,6.37B,0.89,N/A,9.64%,3.68%,9.31%
483,002011.SZ,4.03B,1.69,0.78,0.78%,0.86%,-1.87%
484,600890.SS,4.07B,17.69,0.53,20.18%,7.11%,9.98%
485,000069.SZ,52.25B,0.84,0.95,20.33%,2.63%,15.80%
486,600186.SS,4.25B,13.67,0.07,7.59%,-6.48%,N/A
487,002463.SZ,40.81B,7.95,0.60,17.12%,10.79%,26.35%
488,600019.SS,108.46B,0.62,0.73,3.92%,2.29%,6.40%
489,688357.SS,2.58B,9.07,N/A,N/A,N/A,N/A
490,603118.SS,10.24B,2.33,N/A,3.69%,2.46%,5.89%
491,000725.SZ,127.98B,1.49,1.07,1.24%,-0.38%,-1.07%
492,300419.SZ,2.42B,2.79,0.59,-4.42%,0.96%,-3.23%
493,300654.SZ,1.73B,3.68,0.82,7.69%,2.32%,5.89%
494,300736.SZ,1.19B,3.50,-0.37,-32.32%,-13.00%,-32.03%
495,600369.SS,25.52B,1.33,0.68,28.69%,1.06%,3.81%
496,300577.SZ,5.83B,7.50,0.89,8.07%,8.61%,26.33%
497,300217.SZ,3.11B,1.52,0.95,-6.32%,-0.59%,-7.08%
498,002361.SZ,3.39B,1.89,0.06,6.09%,2.99%,6.64%
499,603356.SS,1.94B,2.67,0.09,4.23%,3.92%,8.12%
500,688177.SS,18.36B,23.87,N/A,0.00%,N/A,N/A
501,000776.SZ,125.96B,1.14,1.16,32.74%,1.66%,7.53%
502,300126.SZ,1.63B,1.68,0.33,4.15%,-0.89%,1.66%
503,300722.SZ,2.03B,4.72,-0.20,16.53%,4.06%,8.00%
504,600568.SS,3.03B,0.75,N/A,-52.85%,-1.45%,-9.36%
505,002637.SZ,5.60B,2.18,0.38,7.04%,5.53%,13.52%
506,603986.SS,77.69B,14.87,0.98,20.70%,9.13%,19.71%
507,002048.SZ,10.35B,1.17,0.62,5.86%,4.27%,11.23%
508,000014.SZ,1.58B,1.77,0.67,6.88%,1.71%,5.11%
509,600603.SS,7.23B,1.12,N/A,28.36%,4.65%,12.97%
510,300354.SZ,1.53B,4.27,0.70,17.72%,4.90%,8.62%
511,300822.SZ,4.59B,9.89,N/A,N/A,N/A,N/A
512,300264.SZ,2.07B,3.99,1.31,-96.17%,-7.50%,-37.11%
513,600069.SS,3.33B,1.81,N/A,-31.62%,N/A,-35.70%
514,603982.SS,3.09B,2.18,N/A,6.48%,3.18%,6.53%
515,002777.SZ,8.75B,8.25,-0.82,15.80%,5.67%,14.75%
516,300635.SZ,2.74B,4.35,-0.30,6.72%,4.15%,6.66%
517,002674.SZ,2.81B,1.26,0.89,6.48%,1.47%,3.95%
518,300468.SZ,5.72B,5.19,0.46,17.29%,3.85%,8.19%
519,300167.SZ,1.50B,2.74,N/A,1.10%,1.95%,1.75%
520,002300.SZ,3.89B,2.77,0.89,2.46%,4.47%,12.03%
521,002658.SZ,3.67B,1.72,0.76,9.67%,2.39%,4.96%
522,300170.SZ,8.09B,2.59,0.58,1.24%,-0.20%,1.19%
523,000898.SZ,24.22B,0.49,1.20,1.64%,1.92%,3.09%
524,600582.SS,12.42B,0.76,0.54,5.96%,2.28%,6.00%
525,600540.SS,2.12B,3.38,N/A,1.51%,N/A,3.73%
526,300319.SZ,6.83B,3.26,1.00,2.95%,2.13%,3.22%
527,600968.SS,23.18B,1.27,N/A,3.92%,3.16%,8.40%
528,002338.SZ,3.23B,3.89,0.43,12.58%,0.82%,5.62%
529,300251.SZ,26.14B,2.79,0.91,41.38%,5.83%,10.06%
530,002109.SZ,3.58B,0.97,0.33,5.42%,1.92%,2.67%
531,000593.SZ,1.78B,1.88,N/A,2.23%,2.93%,2.77%
532,600748.SS,9.39B,0.89,0.62,9.06%,2.40%,7.27%
533,002140.SZ,3.54B,1.60,0.80,4.09%,1.96%,8.06%
534,600726.SS,2.77B,2.27,0.46,0.96%,1.13%,5.75%
535,600496.SS,7.19B,1.39,0.35,4.10%,2.14%,8.09%
536,600887.SS,181.13B,7.44,0.66,6.61%,6.35%,21.79%
537,600159.SS,2.07B,0.91,0.65,8.23%,1.40%,2.51%
538,002522.SZ,5.18B,2.83,1.29,5.87%,1.07%,-0.23%
539,000533.SZ,1.80B,2.97,0.93,0.60%,-0.21%,-0.72%
540,300071.SZ,1.56B,21.63,0.39,-0.11%,-0.85%,-0.11%
541,603096.SS,6.98B,3.71,0.34,27.15%,7.34%,12.84%
542,603898.SS,4.33B,1.72,0.69,15.07%,6.39%,12.37%
543,603022.SS,3.45B,5.44,N/A,3.94%,2.19%,4.17%
544,002758.SZ,2.16B,3.23,0.29,1.42%,2.04%,2.75%
545,600990.SS,5.90B,2.57,0.44,3.06%,1.12%,4.65%
546,603367.SS,7.61B,1.71,0.14,12.50%,5.15%,11.06%
547,300613.SZ,5.97B,5.28,0.63,23.57%,3.36%,12.16%
548,300470.SZ,4.97B,3.92,0.72,23.78%,8.40%,15.85%
549,600681.SS,7.78B,1.74,0.12,13.46%,6.44%,13.17%
550,600871.SS,31.02B,5.81,0.97,0.79%,1.23%,8.46%
551,002787.SZ,1.94B,1.29,0.25,4.15%,3.17%,4.27%
552,300275.SZ,1.67B,3.22,1.21,9.83%,1.98%,4.47%
553,600227.SS,5.13B,1.61,0.61,-90.26%,0.05%,-42.70%
554,002513.SZ,1.74B,1.03,0.37,-39.54%,-4.32%,-39.05%
555,002121.SZ,4.87B,1.48,1.07,-68.67%,-13.40%,-93.70%
556,688233.SS,7.88B,21.95,N/A,37.72%,27.66%,43.25%
557,002172.SZ,2.45B,1.59,0.66,-18.51%,-4.15%,-36.71%
558,601872.SS,43.07B,2.03,N/A,16.37%,3.82%,10.73%
559,300027.SZ,9.12B,1.14,0.79,-219.95%,-2.63%,-56.65%
560,300666.SZ,10.49B,16.26,0.32,7.82%,2.37%,10.34%
561,600989.SS,61.75B,2.64,N/A,25.77%,8.80%,18.54%
562,002863.SZ,1.81B,1.74,-0.15,2.03%,1.86%,5.90%
563,000681.SZ,10.87B,3.53,0.48,28.52%,2.84%,6.40%
564,300360.SZ,4.40B,2.05,0.29,28.88%,4.35%,11.47%
565,000046.SZ,20.47B,0.89,0.67,-9.25%,0.15%,-2.83%
566,600703.SS,78.10B,3.62,0.84,14.42%,1.01%,4.86%
567,002334.SZ,3.35B,1.81,0.74,-15.24%,-3.40%,-25.56%
568,603722.SS,2.40B,4.50,0.46,8.98%,3.45%,7.86%
569,600340.SS,62.95B,1.32,1.28,12.70%,3.60%,22.16%
570,601789.SS,4.04B,1.44,0.98,1.21%,2.09%,6.74%
571,603337.SS,7.68B,2.89,0.67,6.71%,4.98%,8.71%
572,002697.SZ,13.22B,4.32,0.24,7.01%,5.30%,19.67%
573,600136.SS,4.93B,1.21,N/A,5.90%,0.49%,-1.55%
574,603786.SS,18.76B,9.13,N/A,17.16%,N/A,N/A
575,300092.SZ,1.55B,2.63,1.05,7.61%,3.31%,7.85%
576,300612.SZ,2.24B,5.56,0.93,2.62%,2.48%,1.73%
577,600673.SS,21.07B,3.08,0.96,6.64%,6.54%,18.22%
578,600435.SS,10.81B,5.08,0.92,1.40%,1.39%,3.70%
579,000806.SZ,1.83B,1.43,N/A,-141.13%,-2.53%,-144.99%
580,002768.SZ,12.10B,5.40,-0.60,7.86%,7.45%,17.70%
581,300257.SZ,8.39B,2.36,1.25,5.92%,1.59%,4.28%
582,603663.SS,2.37B,4.49,-0.07,10.91%,8.30%,17.62%
583,002546.SZ,3.47B,1.17,1.10,24.76%,1.57%,5.38%
584,002917.SZ,2.59B,3.74,-0.39,13.54%,3.69%,9.25%
585,002786.SZ,2.72B,2.77,0.57,-10.92%,-5.43%,-31.14%
586,300106.SZ,1.67B,2.63,0.12,-9.96%,-2.08%,-8.28%
587,300228.SZ,1.73B,0.96,1.48,-20.57%,-3.24%,-20.86%
588,600163.SS,3.06B,2.67,0.66,28.05%,2.90%,7.11%
589,603586.SS,3.45B,1.62,0.22,11.96%,4.78%,8.79%
590,600074.SS,2.54B,N/A,-0.45,0.00%,-10.52%,N/A
591,300636.SZ,3.14B,4.45,0.01,13.93%,4.18%,8.61%
592,300122.SZ,107.55B,20.91,0.99,21.78%,16.19%,43.50%
593,600909.SS,27.95B,2.11,0.26,31.01%,1.82%,7.41%
594,000616.SZ,3.23B,0.75,N/A,17.88%,-0.25%,0.78%
595,603399.SS,4.38B,1.86,N/A,-8.27%,0.22%,-9.87%
596,600575.SS,8.55B,0.92,0.50,7.90%,1.13%,7.74%
597,300800.SZ,5.26B,7.58,N/A,30.64%,N/A,19.03%
598,002900.SZ,3.53B,1.95,0.09,8.23%,3.17%,7.89%
599,002473.SZ,1.20B,4.71,N/A,-156.65%,-16.61%,-58.32%
600,002415.SZ,260.45B,6.44,1.14,21.66%,11.57%,28.88%
601,002792.SZ,9.10B,4.49,-0.16,1.11%,-0.61%,1.12%
602,603887.SS,7.43B,2.24,0.63,12.36%,8.62%,17.79%
603,002756.SZ,5.50B,1.62,0.79,6.81%,2.11%,8.88%
604,000919.SZ,3.56B,1.24,0.72,-3.80%,2.37%,-1.88%
605,002623.SZ,4.02B,1.81,1.14,-4.85%,0.26%,-2.75%
606,002665.SZ,7.69B,1.14,0.42,7.43%,-0.60%,0.77%
607,002638.SZ,4.62B,1.17,0.52,1.90%,0.13%,0.59%
608,300248.SZ,4.74B,3.05,0.87,17.30%,4.49%,10.13%
609,002745.SZ,14.47B,1.45,N/A,2.59%,2.85%,5.01%
610,300053.SZ,7.19B,2.22,N/A,-29.98%,1.23%,-7.72%
611,300212.SZ,22.41B,7.14,0.84,9.75%,3.66%,10.33%
612,600576.SS,2.40B,1.25,0.92,-260.35%,-1.99%,-62.74%
613,300371.SZ,2.03B,3.00,0.81,30.52%,10.05%,16.41%
614,600578.SS,18.49B,0.79,0.49,7.11%,1.87%,5.86%
615,300173.SZ,3.25B,3.83,1.01,-4.59%,0.44%,-1.30%
616,600118.SS,34.55B,6.18,0.74,5.10%,1.92%,5.20%
617,601515.SS,7.97B,1.94,N/A,11.96%,6.30%,8.66%
618,601106.SS,17.83B,1.62,N/A,1.00%,0.70%,1.25%
619,000886.SZ,4.66B,1.68,0.54,22.64%,-0.64%,0.94%
620,300250.SZ,2.96B,2.89,0.31,6.55%,0.19%,2.00%
621,300504.SZ,6.06B,3.33,0.39,5.11%,2.27%,5.28%
622,002750.SZ,3.79B,5.84,0.24,-12.94%,-2.13%,-5.30%
623,300054.SZ,10.69B,2.84,0.47,-0.03%,-0.60%,0.07%
624,601369.SS,9.35B,1.40,0.91,8.89%,1.55%,10.25%
625,600175.SS,4.83B,0.50,N/A,-20.11%,-0.05%,-7.75%
626,600723.SS,3.65B,0.88,0.70,2.66%,2.84%,5.63%
627,002461.SZ,15.32B,1.79,0.66,12.07%,1.53%,5.91%
628,603797.SS,3.09B,2.28,0.69,36.70%,4.30%,13.17%
629,002022.SZ,8.27B,3.54,0.65,8.30%,5.83%,11.03%
630,300656.SZ,2.06B,4.39,0.24,12.53%,4.96%,7.70%
631,300712.SZ,2.00B,2.06,0.42,4.49%,2.81%,6.21%
632,002803.SZ,6.07B,4.56,0.56,10.97%,11.76%,29.53%
633,002970.SZ,8.45B,15.63,N/A,12.67%,N/A,21.21%
634,300052.SZ,3.20B,3.83,1.18,6.71%,0.76%,5.22%
635,601808.SS,50.84B,1.52,1.79,10.81%,4.74%,9.98%
636,000627.SZ,29.25B,1.44,0.75,4.11%,0.91%,8.92%
637,002527.SZ,3.13B,1.17,0.77,1.42%,0.99%,1.60%
638,300329.SZ,1.74B,1.85,1.28,8.27%,1.25%,4.26%
639,600056.SS,16.07B,1.79,0.72,2.42%,3.44%,9.54%
640,601881.SS,73.96B,1.36,1.35,28.26%,N/A,7.83%
641,601007.SS,2.41B,1.63,0.83,3.80%,2.18%,3.68%
642,300626.SZ,1.71B,3.17,-0.45,3.36%,2.15%,4.26%
643,300263.SZ,5.75B,2.13,0.82,10.62%,3.57%,7.67%
644,300448.SZ,6.09B,4.71,-0.55,15.36%,5.03%,8.86%
645,600497.SS,18.23B,1.22,0.86,3.92%,2.67%,3.30%
646,600584.SS,31.53B,2.56,0.50,1.09%,0.93%,2.22%
647,000851.SZ,5.56B,1.66,N/A,-0.15%,-1.13%,-0.69%
648,300461.SZ,2.05B,12.75,0.39,-76.96%,-23.25%,-107.89%
649,002537.SZ,6.12B,0.98,0.53,-52.55%,-4.41%,-49.44%
650,300715.SZ,5.56B,11.10,-0.18,11.63%,7.46%,18.87%
651,600755.SS,11.86B,0.49,N/A,1.06%,2.87%,9.19%
652,600638.SS,3.54B,0.79,0.75,54.93%,-0.36%,11.01%
653,000100.SZ,56.14B,1.86,0.91,5.75%,-0.72%,2.46%
654,300151.SZ,3.68B,4.09,0.67,9.08%,2.60%,7.21%
655,002392.SZ,4.08B,1.10,0.59,10.84%,5.65%,11.70%
656,688022.SS,4.43B,5.28,N/A,17.19%,N/A,N/A
657,600815.SS,3.64B,N/A,0.83,-77.74%,-9.57%,-151.35%
658,600992.SS,1.52B,1.08,0.86,0.87%,0.16%,1.22%
659,002019.SZ,20.14B,2.76,0.75,20.09%,7.30%,13.79%
660,300681.SZ,2.38B,4.22,0.15,-22.63%,-7.03%,-11.33%
661,000531.SZ,4.56B,1.13,0.86,23.38%,2.25%,15.95%
662,600929.SS,5.57B,2.27,-0.12,6.82%,2.99%,6.11%
663,000625.SZ,44.39B,1.17,0.93,0.12%,-1.23%,0.17%
664,300456.SZ,14.06B,5.20,0.55,15.45%,0.99%,3.22%
665,600684.SS,2.65B,0.85,0.87,2.62%,1.21%,2.93%
666,603069.SS,3.53B,3.14,0.27,-4.33%,-1.60%,-3.34%
667,600354.SS,1.73B,3.25,N/A,-11.70%,-5.81%,-28.19%
668,300643.SZ,2.77B,6.44,0.66,4.83%,1.97%,5.39%
669,000603.SZ,7.76B,3.45,0.87,12.43%,8.27%,16.93%
670,300211.SZ,2.01B,4.19,0.91,7.09%,-0.26%,1.33%
671,601998.SS,228.66B,0.53,0.99,43.90%,0.76%,9.81%
672,600864.SS,13.48B,1.01,0.89,-2.40%,1.19%,-0.57%
673,002811.SZ,2.58B,1.63,-0.29,5.39%,3.41%,8.43%
674,600322.SS,2.81B,0.59,N/A,1.48%,3.60%,3.46%
675,002909.SZ,2.00B,3.85,-0.09,8.67%,7.32%,17.27%
676,000750.SZ,23.74B,1.69,0.78,15.09%,0.82%,3.55%
677,000988.SZ,19.84B,3.26,1.08,7.72%,1.32%,6.30%
678,603177.SS,1.67B,3.21,0.47,-0.32%,0.07%,-1.04%
679,300026.SZ,14.79B,2.14,0.54,6.62%,3.77%,4.89%
680,002394.SZ,2.91B,0.89,0.47,11.14%,5.50%,12.56%
681,603556.SS,6.91B,1.36,0.32,16.81%,3.49%,9.54%
682,000949.SZ,4.41B,1.18,0.72,3.55%,2.55%,4.19%
683,300779.SZ,2.25B,3.49,N/A,8.36%,1.79%,5.50%
684,000685.SZ,11.12B,0.86,0.76,43.28%,1.10%,7.24%
685,600828.SS,7.38B,1.09,0.22,10.40%,5.73%,14.69%
686,002265.SZ,2.39B,2.71,N/A,-1.05%,-0.60%,-0.80%
687,000050.SZ,27.36B,1.02,1.01,2.81%,1.06%,3.16%
688,601021.SS,29.59B,1.99,N/A,8.41%,3.24%,7.93%
689,002031.SZ,4.18B,1.33,0.66,1.46%,1.18%,3.00%
690,300753.SZ,3.06B,4.72,N/A,27.65%,6.54%,14.69%
691,603806.SS,21.28B,3.26,1.00,14.28%,6.84%,14.39%
692,000962.SZ,2.67B,2.33,0.59,6.28%,-0.60%,2.91%
693,002815.SZ,14.61B,4.12,-0.06,14.07%,5.54%,14.93%
694,600408.SS,2.34B,1.42,N/A,4.78%,N/A,N/A
695,002740.SZ,3.62B,1.28,0.53,2.38%,1.54%,1.55%
696,603031.SS,3.62B,5.90,0.04,1.17%,1.99%,3.57%
697,600855.SS,8.09B,6.99,0.24,1.08%,0.97%,4.21%
698,300294.SZ,13.65B,3.59,0.51,14.88%,6.32%,11.52%
699,000668.SZ,1.57B,1.63,0.35,3.32%,2.11%,1.59%
700,000965.SZ,3.40B,0.64,0.98,19.46%,3.10%,5.66%
701,603980.SS,5.03B,1.11,0.30,14.45%,2.86%,7.10%
702,601799.SS,23.13B,5.00,1.06,13.15%,6.81%,16.26%
703,600395.SS,8.82B,1.24,0.61,15.02%,4.69%,12.31%
704,000586.SZ,2.11B,8.69,-0.20,1.91%,0.25%,1.87%
705,600162.SS,6.89B,1.34,0.58,8.40%,2.65%,7.25%
706,601169.SS,102.12B,0.55,0.41,53.89%,0.81%,10.54%
707,002325.SZ,3.82B,1.16,0.91,-0.55%,-0.04%,-0.65%
708,300280.SZ,4.25B,2.48,0.17,17.40%,7.76%,15.15%
709,603938.SS,3.43B,2.99,0.64,8.45%,4.55%,8.10%
710,000838.SZ,3.05B,1.62,0.38,2.90%,0.46%,2.68%
711,300267.SZ,8.97B,1.55,0.52,4.10%,0.45%,1.61%
712,300481.SZ,4.15B,4.80,-0.45,22.66%,9.01%,17.60%
713,688266.SS,12.35B,209.17,N/A,0.00%,N/A,N/A
714,600017.SS,7.60B,0.64,1.00,10.73%,2.98%,5.01%
715,603768.SS,1.90B,1.11,0.46,-0.65%,0.43%,-0.66%
716,601126.SS,4.83B,1.23,N/A,3.36%,2.91%,5.12%
717,300330.SZ,1.45B,3.92,0.03,2.24%,-0.12%,1.39%
718,002283.SZ,3.89B,0.87,0.82,9.94%,3.67%,7.77%
719,300387.SZ,2.23B,1.90,0.63,13.46%,3.70%,6.78%
720,002136.SZ,1.83B,2.60,0.37,4.76%,3.56%,7.06%
721,600218.SS,3.08B,1.53,1.67,2.42%,0.72%,4.24%
722,002203.SZ,17.71B,2.09,0.49,2.11%,2.79%,10.44%
723,603226.SS,3.06B,3.50,-0.77,12.12%,4.53%,9.62%
724,000538.SZ,109.15B,2.88,0.52,11.54%,4.63%,11.63%
725,002454.SZ,2.90B,0.84,0.88,2.82%,0.39%,2.51%
726,603811.SS,2.91B,4.01,0.14,19.18%,9.53%,17.61%
727,600545.SS,10.16B,2.12,N/A,7.11%,5.42%,12.85%
728,300782.SZ,42.60B,27.86,N/A,34.07%,30.27%,51.13%
729,002630.SZ,2.56B,0.80,N/A,0.13%,0.86%,-0.06%
730,000008.SZ,8.73B,1.21,0.92,10.37%,2.51%,4.55%
731,002424.SZ,11.74B,2.89,0.84,7.53%,2.83%,5.30%
732,300798.SZ,6.09B,5.98,N/A,7.91%,N/A,N/A
733,600449.SS,6.03B,1.08,0.70,17.19%,8.19%,15.83%
734,603928.SS,2.10B,1.64,0.06,9.96%,5.41%,9.38%
735,603500.SS,2.36B,2.63,0.11,25.01%,4.06%,7.96%
736,603697.SS,4.41B,2.87,N/A,17.84%,7.32%,13.80%
737,600016.SS,246.43B,0.51,0.45,47.18%,0.85%,11.19%
738,300746.SZ,2.51B,2.18,N/A,7.45%,2.53%,9.03%
739,300750.SZ,264.81B,7.17,N/A,9.49%,3.29%,11.97%
740,002340.SZ,19.25B,1.87,0.98,5.02%,1.71%,6.31%
741,300503.SZ,3.25B,3.07,-0.03,-32.32%,-5.53%,-13.55%
742,002957.SZ,10.52B,4.61,N/A,13.16%,N/A,11.70%
743,603258.SS,6.99B,3.85,N/A,35.93%,6.77%,15.33%
744,300405.SZ,1.34B,1.58,0.17,-1.09%,0.64%,-1.28%
745,000709.SZ,22.51B,0.40,0.75,2.09%,2.23%,4.50%
746,002519.SZ,4.48B,1.77,0.42,13.39%,2.70%,6.52%
747,600359.SS,2.79B,6.38,N/A,3.30%,-0.72%,4.26%
748,601577.SS,26.45B,0.76,N/A,43.64%,0.91%,14.18%
